Game_ID,Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating,Weighted
10543,Hirameki Action: Chibikko Wagyan no Daiki na Bouken,DS,2009,Action,Namco Bandai Games,0.00,0.00,0.01,0.00,0.01,,,,,,,0
11629,Tom Clancy's Splinter Cell: Conviction,X360,2010,Action,Ubisoft,1.20,0.62,0.04,0.19,2.06,,,,,,,0
11630,Ghostbusters: The Video Game (DS Version),PS3,2010,Action,Take-Two Interactive,0.60,0.96,0.13,0.36,2.05,,,,,,,0
11632,Toy Story 3: The Video Game,DS,2010,Action,Disney Interactive Studios,0.89,0.94,0.02,0.21,2.05,,,,,,,0
11634,GoldenEye 007 (2010),Wii,2010,Action,Activision,0.84,0.70,0.13,0.16,1.83,,,,,,,0
11645,Toy Story 3: The Video Game,Wii,2010,Action,Disney Interactive Studios,0.63,0.62,0.00,0.14,1.38,,,,,,,0
11653,Toy Story 3: The Video Game,PS3,2010,Action,Disney Interactive Studios,0.51,0.40,0.00,0.16,1.08,,,,,,,0
11659,Disney Tangled,DS,2010,Action,Disney Interactive Studios,0.53,0.35,0.00,0.09,0.97,,,,,,,0
11662,Toy Story 3: The Video Game,X360,2010,Action,Disney Interactive Studios,0.41,0.27,0.00,0.07,0.76,,,,,,,0
11664,God Eater,PSP,2010,Action,Unknown,0.00,0.00,0.72,0.00,0.72,,,,,,,0
11668,Disney Tangled,Wii,2010,Action,Disney Interactive Studios,0.46,0.16,0.00,0.05,0.67,,,,,,,0
11674,Toy Story 3: The Video Game,PSP,2010,Action,Disney Interactive Studios,0.27,0.24,0.00,0.14,0.65,,,,,,,0
11686,Prince of Persia Trilogy,PS3,2010,Action,Ubisoft,0.17,0.24,0.00,0.09,0.50,,,,,,,0
11689,NBA 2K11,Wii,2010,Action,Take-Two Interactive,0.46,0.01,0.00,0.03,0.49,,,0.00,,Visual Concepts,E,0
11690,Bakugan Battle Brawlers: Defenders of the Core,DS,2010,Action,Activision,0.41,0.02,0.02,0.03,0.48,,,0.00,,Now Production,E10+,0
11694,Scooby-Doo! and the Spooky Swamp,Wii,2010,Action,Warner Bros. Interactive Entertainment,0.29,0.13,0.00,0.04,0.45,,,,,,,0
11702,Barbie: Groom and Glam Pups,DS,2010,Action,THQ,0.25,0.14,0.00,0.04,0.43,,,0.00,,Game Machine Studios,E,0
11708,NBA 2K11,PS2,2010,Action,Take-Two Interactive,0.34,0.01,0.00,0.06,0.41,,,0.00,,Visual Concepts,E,0
11714,Super Monkey Ball: Step & Roll,Wii,2010,Action,Sega,0.15,0.19,0.00,0.04,0.39,,,,,,,0
11718,Scooby-Doo! and the Spooky Swamp,DS,2010,Action,Warner Bros. Interactive Entertainment,0.25,0.09,0.00,0.03,0.37,,,,,,,0
11722,Digging for Dinosaurs,DS,2010,Action,Scholastic Inc.,0.33,0.00,0.00,0.02,0.36,,,0.00,,CokeM Interactive,E,0
11725,Chicken Riot,Wii,2010,Action,City Interactive,0.14,0.15,0.00,0.03,0.32,,,0.00,,City Interactive,T,0
11729,MySims SkyHeroes,DS,2010,Action,Electronic Arts,0.20,0.08,0.00,0.02,0.31,,,0.00,,,,0
11733,Phineas and Ferb Ride Again,DS,2010,Action,Disney Interactive Studios,0.24,0.03,0.00,0.02,0.29,,,0.00,,Altron,E,0
11737,Kung Zhu,DS,2010,Action,Activision,0.26,0.00,0.00,0.02,0.28,,,,,,,0
11738,Batman: The Brave and the Bold the Videogame,Wii,2010,Action,Warner Bros. Interactive Entertainment,0.20,0.05,0.00,0.02,0.28,,,,,,,0
11741,Scooby-Doo! and the Spooky Swamp,PS2,2010,Action,Warner Bros. Interactive Entertainment,0.08,0.11,0.00,0.08,0.27,,,,,,,0
11747,The Penguins of Madagascar,DS,2010,Action,THQ,0.12,0.11,0.00,0.02,0.26,,,0.00,,Griptonite Games,E,0
11755,Marvel Super Hero Squad: The Infinity Gauntlet,DS,2010,Action,THQ,0.17,0.03,0.00,0.02,0.22,,,0.00,,THQ,E10+,0
11758,Gekijouban Macross F: Itsuwarino Utahime - Hybrid Pack,PS3,2010,Action,Namco Bandai Games,0.00,0.00,0.21,0.00,0.21,,,,,,,0
11762,Barbie: Groom and Glam Pups,Wii,2010,Action,THQ,0.18,0.02,0.00,0.01,0.21,,,0.00,,Game Machine Studios,E,0
11765,Kenka Banchou 4: Ichinen Sensou,PSP,2010,Action,Spike,0.00,0.00,0.19,0.00,0.19,,,,,,,0
11769,Saw II: Flesh & Blood,PS3,2010,Action,Konami Digital Entertainment,0.10,0.06,0.00,0.02,0.18,,,,,,,0
11775,Tamagotchi no Narikiri Challenge,DS,2010,Action,Namco Bandai Games,0.00,0.00,0.17,0.00,0.17,,,,,,,0
11779,Gundam Assault Survive,PSP,2010,Action,Namco Bandai Games,0.00,0.00,0.17,0.00,0.17,,,,,,,0
11781,N3 II: Ninety-Nine Nights,X360,2010,Action,Microsoft Game Studios,0.06,0.06,0.04,0.01,0.17,,,,,,,0
11788,Bakugan Battle Brawlers: Defenders of the Core,Wii,2010,Action,Activision,0.14,0.00,0.00,0.01,0.16,,,0.00,,Now Production,E10+,0
11789,Rudolph the Red-Nosed Reindeer,Wii,2010,Action,Crave Entertainment,0.15,0.00,0.00,0.01,0.16,,,0.00,,High Voltage Software,E,0
11790,Around the World in 80 Days,DS,2010,Action,PlayV,0.00,0.14,0.00,0.02,0.16,,,,,,,0
11793,Rudolph the Red-Nosed Reindeer,DS,2010,Action,Crave Entertainment,0.15,0.00,0.00,0.01,0.16,,,0.00,,Crave,E,0
11795,Saw II: Flesh & Blood,X360,2010,Action,Konami Digital Entertainment,0.10,0.04,0.00,0.01,0.15,,,,,,,0
11796,Bakugan Battle Brawlers: Defenders of the Core,PSP,2010,Action,Activision,0.09,0.04,0.00,0.03,0.15,,,0.00,,Now Production,E10+,0
11798,Sonny with a Chance,DS,2010,Action,Disney Interactive Studios,0.12,0.02,0.00,0.01,0.15,,,0.00,,Altron,E,0
11807,Deadly Premonition,PS3,2010,Action,Rising Star Games,0.08,0.04,0.00,0.02,0.15,,,,,,,0
11809,Kid Adventures: Sky Captain,Wii,2010,Action,Unknown,0.09,0.04,0.00,0.01,0.14,,,0.00,,Torus Games,E,0
11810,Yogi Bear: The Video Game,DS,2010,Action,D3Publisher,0.10,0.03,0.00,0.01,0.14,,,,,,,0
11815,GoldenEye 007 (2010),DS,2010,Action,Activision,0.10,0.03,0.00,0.01,0.13,,,,,,,0
11817,Bakugan: Battle Trainer,DS,2010,Action,Activision,0.12,0.00,0.00,0.01,0.13,,,,,,,0
11818,TRON: Evolution,PSP,2010,Action,Disney Interactive Studios,0.10,0.02,0.00,0.02,0.13,,,0.00,,SuperVillain Studios,E10+,0
11822,Tamagotchi no Pichi Pichi Omisecchi,DS,2010,Action,Namco Bandai Games,0.00,0.00,0.13,0.00,0.13,,,,,,,0
11827,The God of War Trilogy,PS3,2010,Action,Sony Computer Entertainment,0.00,0.07,0.03,0.02,0.12,,,,,,,0
11828,The Lord of the Rings: Aragorn's Quest,PSP,2010,Action,Warner Bros. Interactive Entertainment,0.07,0.02,0.00,0.02,0.12,,,0.00,,TT Fusion,E10+,0
11829,Transformers: War for Cybertron -- Decepticons,DS,2010,Action,Activision,0.11,0.01,0.00,0.01,0.12,,,,,,,0
11835,Yogi Bear: The Video Game,Wii,2010,Action,D3Publisher,0.06,0.05,0.00,0.01,0.11,,,0.00,,Monkey Bar Games,E,0
11836,Heart Catch PreCure! Oshare Collection,DS,2010,Action,Namco Bandai Games,0.00,0.00,0.11,0.00,0.11,,,,,,,0
11837,Shin Sangoku Musou: Multi Raid 2,PSP,2010,Action,Tecmo Koei,0.00,0.00,0.11,0.00,0.11,,,,,,,0
11838,The Lord of the Rings: Aragorn's Quest,DS,2010,Action,Warner Bros. Interactive Entertainment,0.09,0.02,0.00,0.01,0.11,,,0.00,,Headstrong Games,E10+,0
11839,Zangeki no Reginleiv,Wii,2010,Action,Nintendo,0.00,0.00,0.11,0.00,0.11,,,,,,,0
11840,Cats & Dogs: The Revenge of Kitty Galore,DS,2010,Action,505 Games,0.10,0.00,0.00,0.01,0.11,,,,,,,0
11849,The Story of Noah's Ark,DS,2010,Action,SouthPeak Games,0.09,0.00,0.00,0.01,0.09,,,,,,,0
11850,Ghostbusters: The Video Game (DS Version),PC,2010,Action,Take-Two Interactive,0.00,0.08,0.00,0.01,0.09,,,,,,,0
11851,Crayon Shin-Chan Shokkugan! Densetsu o Yobu Omake Daiketsusen!!,DS,2010,Action,Namco Bandai Games,0.00,0.00,0.09,0.00,0.09,,,,,,,0
11852,Man vs. Wild,PS3,2010,Action,Abylight,0.07,0.00,0.00,0.01,0.08,,,,,,,0
11856,Diego's Build & Rescue,DS,2010,Action,Take-Two Interactive,0.07,0.00,0.00,0.01,0.08,,,,,,,0
11860,America's Next Top Model,Wii,2010,Action,Crave Entertainment,0.07,0.00,0.00,0.00,0.07,,,0.00,,Neopica,E10+,0
11861,Busou Shinki: Battle Masters,PSP,2010,Action,Konami Digital Entertainment,0.00,0.00,0.07,0.00,0.07,,,,,,,0
11862,Crayon Shin-Chan: Obaka Daininden - Susume! Kasukabe Ninja Tai!,DS,2010,Action,Namco Bandai Games,0.00,0.00,0.07,0.00,0.07,,,,,,,0
11863,Alpha and Omega,DS,2010,Action,Unknown,0.06,0.00,0.00,0.00,0.07,,,0.00,,Storm City Games,E,0
11864,Daniel X: The Ultimate Power,DS,2010,Action,THQ,0.06,0.00,0.00,0.00,0.07,,,0.00,,Griptonite Games,E10+,0
11866,Ikki Tousen: Xross Impact,PSP,2010,Action,Marvelous Interactive,0.00,0.00,0.06,0.00,0.06,,,,,,,0
11867,Legend of Kay,DS,2010,Action,JoWood Productions,0.06,0.00,0.00,0.00,0.06,,,0.00,,Firehazard Studio,E,0
11868,Hagane no Renkinjutsushi - Fullmetal Alchemist: Yakusoku no Hi e,PSP,2010,Action,Namco Bandai Games,0.00,0.00,0.06,0.00,0.06,,,,,,,0
11871,Katekyoo Hitman Reborn! DS Flame Rumble XX - Kessen! Shin 6 Chouka,DS,2010,Action,Takara Tomy,0.00,0.00,0.06,0.00,0.06,,,,,,,0
11872,The Lord of the Rings: Aragorn's Quest,PS2,2010,Action,Warner Bros. Interactive Entertainment,0.03,0.02,0.00,0.01,0.06,,,0.00,,TT Fusion,E10+,0
11873,Shin Sangoku Musou 5 Empires,PSP,2010,Action,Tecmo Koei,0.00,0.00,0.05,0.00,0.05,,,,,,,0
11874,Metal Fight Beyblade: Bakugami Susanoh Shuurai!,DS,2010,Action,Hudson Soft,0.00,0.00,0.05,0.00,0.05,,,,,,,0
11876,Do-Konjou Shougakussei: Bon Bita - Hadaka no Choujou Ketsusen!! Bita vs. Dokuro Dei!,DS,2010,Action,Namco Bandai Games,0.00,0.00,0.04,0.00,0.04,,,,,,,0
11879,Shin Sangoku Musou Online: Kamishou Ranbu,PS3,2010,Action,Tecmo Koei,0.00,0.00,0.03,0.00,0.03,,,,,,,0
11883,Keshisasu-Kun: Battle Kas-tival,DS,2010,Action,Konami Digital Entertainment,0.00,0.00,0.03,0.00,0.03,,,,,,,0
11885,Boot Camp Academy,Wii,2010,Action,Zoo Games,0.03,0.00,0.00,0.00,0.03,,,0.00,,Ubisoft,E10+,0
11887,Playmobil Top Agents,DS,2010,Action,JoWood Productions,0.00,0.03,0.00,0.00,0.03,,,,,Dreamcatcher,E10+,0
11890,No More Heroes: Heroes' Paradise,X360,2010,Action,Marvelous Interactive,0.00,0.00,0.02,0.00,0.02,,,,,,,0
11891,Strike Witches 2: Iyasu Naosu Punipunisuru,DS,2010,Action,Kadokawa Shoten,0.00,0.00,0.02,0.00,0.02,,,,,,,0
11892,Kingdom: Ikkitousen no Ken,PSP,2010,Action,Konami Digital Entertainment,0.00,0.00,0.02,0.00,0.02,,,,,,,0
11895,Strike Witches: Anata to Dekiru Koto - A Little Peaceful Days,PS2,2010,Action,Russel,0.00,0.00,0.02,0.00,0.02,,,,,,,0
11898,Metal Fight Beyblade Portable: Chouzetsu Tensei Vulcan Horses,PSP,2010,Action,Takara Tomy,0.00,0.00,0.02,0.00,0.02,,,,,,,0
11899,SD Gundam Sangokuden Brave Battle Warriors: Shin Mirisha Taisen,DS,2010,Action,Namco Bandai Games,0.00,0.00,0.02,0.00,0.02,,,,,,,0
11902,Metal Fight Beyblade: Choujou Kessen! Big Bang Bladers,DS,2010,Action,Hudson Soft,0.00,0.00,0.02,0.00,0.02,,,,,,,0
11907,Shin Sangoku Musou Online: Souten Ranbu,PS3,2010,Action,Tecmo Koei,0.00,0.00,0.02,0.00,0.02,,,,,,,0
11909,Marvel Superheroes 3D: Grandmaster's Challenge,Wii,2010,Action,Neko Entertainment,0.00,0.01,0.00,0.00,0.02,,,,,,,0
11910,Monkey Madness: Island Escape,DS,2010,Action,Storm City Games,0.01,0.00,0.00,0.00,0.01,,,0.00,,Storm City Games,E10+,0
12869,The Legend of Zelda: Ocarina of Time,3DS,2011,Action,Nintendo,2.09,1.31,0.62,0.31,4.33,,,,,,,0
12944,Nickelodeon Team Umizoomi,DS,2011,Action,Take-Two Interactive,0.42,0.00,0.00,0.03,0.45,,,0.00,,Black Lantern Studios,EC,0
12945,Transformers: Dark of the Moon - Autobots/Decepticons,DS,2011,Action,Activision,0.32,0.08,0.00,0.03,0.44,,,,,,,0
12948,The Smurfs,DS,2011,Action,Ubisoft,0.23,0.14,0.00,0.04,0.41,,,0.00,,Land Ho!,E,0
12957,Sengoku Musou 3 Z,PS3,2011,Action,Ackkstudios,0.00,0.00,0.33,0.00,0.33,,,,,,,0
12971,Power Rangers Samurai,DS,2011,Action,Namco Bandai Games,0.26,0.04,0.00,0.02,0.32,,,0.00,,Inti Creates,E10+,0
12973,1001 Touch Games,DS,2011,Action,Avanquest,0.11,0.16,0.00,0.04,0.31,,,0.00,,Avanquest Software,E,0
12990,Kung Fu Panda 2,X360,2011,Action,THQ,0.16,0.06,0.00,0.02,0.25,,,,,,,0
12993,Tongari Boushi to Oshare na Mahou Tsukai,DS,2011,Action,Konami Digital Entertainment,0.00,0.00,0.24,0.00,0.24,,,,,,,0
12999,Puss in Boots,X360,2011,Action,THQ,0.20,0.02,0.00,0.02,0.23,,,,,,,0
13001,Gekijouban Macross F: Sayonara no Tsubasa - Hybrid Pack,PS3,2011,Action,Namco Bandai Games,0.00,0.00,0.22,0.00,0.22,,,,,,,0
13002,Danball Senki Boost,PSP,2011,Action,Level 5,0.00,0.00,0.22,0.00,0.22,,,,,,,0
13003,Sengoku Basara 3 Utage,PS3,2011,Action,Capcom,0.00,0.00,0.22,0.00,0.22,,,,,,,0
13006,Kung Fu Panda 2,DS,2011,Action,THQ,0.15,0.05,0.00,0.02,0.22,,,,,,,0
13009,Transformers: Dark of the Moon,3DS,2011,Action,Activision,0.16,0.04,0.00,0.02,0.21,,,,,,,0
13011,Puss in Boots,Wii,2011,Action,THQ,0.19,0.01,0.00,0.01,0.21,,,0.00,,Blitz Games,E10+,0
13020,Marvel Super Hero Squad: Comic Combat,PS3,2011,Action,THQ,0.11,0.05,0.00,0.03,0.19,,,0.00,,THQ,E10+,0
13023,SpongeBob's Surf & Skate Roadtrip,X360,2011,Action,THQ,0.15,0.03,0.00,0.01,0.19,,,,,,,0
13033,Marvel Super Hero Squad: Comic Combat,Wii,2011,Action,THQ,0.14,0.03,0.00,0.01,0.18,,,0.00,,THQ,E10+,0
13035,Biohazard: Revival Selection,PS3,2011,Action,Capcom,0.00,0.00,0.18,0.00,0.18,,,,,,,0
13036,Marvel Super Hero Squad: Comic Combat,X360,2011,Action,THQ,0.13,0.04,0.00,0.01,0.18,,,0.00,,THQ,E10+,0
13038,Transformers: Dark of the Moon,Wii,2011,Action,Activision,0.09,0.06,0.00,0.02,0.17,,,,,,,0
13049,Sengoku Basara: Chronicle Heroes,PSP,2011,Action,Capcom,0.00,0.00,0.16,0.00,0.16,,,,,,,0
13050,Senran Kagura: Sh?jo-tachi no Shinei,3DS,2011,Action,Marvelous Interactive,0.00,0.00,0.16,0.00,0.16,,,,,,,0
13058,Sengoku Musou 3 Empires,PS3,2011,Action,Tecmo Koei,0.00,0.00,0.14,0.00,0.14,,,,,,,0
13060,Kenka Banchou 5: Otoko no Housoku,PSP,2011,Action,Spike,0.00,0.00,0.14,0.00,0.14,,,,,,,0
13064,Earth Defense Force 2: Invaders from Planet Space,PSP,2011,Action,D3Publisher,0.00,0.00,0.14,0.00,0.14,,,,,,,0
13065,Shinobido 2: Tales of the Ninja,PSV,2011,Action,Sony Computer Entertainment,0.04,0.05,0.02,0.02,0.14,,,,,,,0
13068,Kung Fu Panda 2,Wii,2011,Action,THQ,0.07,0.05,0.00,0.01,0.13,,,,,,,0
13073,Sengoku Basara 3 Utage,Wii,2011,Action,Capcom,0.00,0.00,0.13,0.00,0.13,,,,,,,0
13076,All Kamen Rider: Rider Generation,DS,2011,Action,Namco Bandai Games,0.00,0.00,0.12,0.00,0.12,,,,,,,0
13080,Gundam Memories: Tatakai no Kioku,PSP,2011,Action,Namco Bandai Games,0.00,0.00,0.12,0.00,0.12,,,,,,,0
13083,Macross Triangle Frontier,PSP,2011,Action,Namco Bandai Games,0.00,0.00,0.12,0.00,0.12,,,,,,,0
13084,SpongeBob's Surf & Skate Roadtrip,DS,2011,Action,THQ,0.10,0.01,0.00,0.01,0.12,,,,,,,0
13085,Jaws: Ultimate Predator,3DS,2011,Action,Majesco Entertainment,0.11,0.00,0.00,0.01,0.12,,,0.00,,"MicroProse, n-Space",M,0
13087,Tom Clancy's Splinter Cell Trilogy,PS3,2011,Action,Ubisoft,0.00,0.09,0.00,0.02,0.11,,,,,,,0
13089,Happy Feet Two,3DS,2011,Action,Warner Bros. Interactive Entertainment,0.08,0.02,0.00,0.01,0.11,,,,,,,0
13090,Shin Sangoku Musou 6 Special,PSP,2011,Action,Tecmo Koei,0.00,0.00,0.11,0.00,0.11,,,,,,,0
13091,Invizimals: The Lost Tribes,PSP,2011,Action,Sony Computer Entertainment,0.00,0.08,0.00,0.03,0.11,,,0.00,,Novarama,,0
13092,The Penguins of Madagascar: Dr. Blowhole Returns - Again!,X360,2011,Action,THQ,0.07,0.03,0.00,0.01,0.11,,,,,,,0
13093,Green Lantern: Rise of the Manhunters,DS,2011,Action,Warner Bros. Interactive Entertainment,0.07,0.02,0.00,0.01,0.11,,,0.00,,Griptonite Games,E10+,0
13094,Naruto Shippuden 3D: The New Era,3DS,2011,Action,505 Games,0.00,0.04,0.06,0.01,0.11,,,,,,,0
13097,Busou Shinki: Battle Masters Mk. 2,PSP,2011,Action,Konami Digital Entertainment,0.00,0.00,0.11,0.00,0.11,,,,,,,0
13099,The Penguins of Madagascar: Dr. Blowhole Returns - Again!,DS,2011,Action,THQ,0.06,0.03,0.00,0.01,0.10,,,,,,,0
13100,Metal Gear Solid HD Edition,PS3,2011,Action,Konami Digital Entertainment,0.00,0.00,0.10,0.00,0.10,,,,,,,0
13101,Puss in Boots,DS,2011,Action,THQ,0.08,0.01,0.00,0.01,0.10,,,0.00,,ImaginEngine,E,0
13103,Generator Rex: Agent of Providence,3DS,2011,Action,Activision,0.07,0.02,0.00,0.01,0.10,,,0.00,,Virtuos,E10+,0
13110,Kung Fu Panda 2,PS3,2011,Action,THQ,0.04,0.04,0.00,0.01,0.09,,,,,,,0
13116,No More Heroes: Red Zone,PS3,2011,Action,Marvelous Interactive,0.00,0.00,0.09,0.00,0.09,,,,,,,0
13124,Gundam the 3D Battle,3DS,2011,Action,Namco Bandai Games,0.00,0.00,0.08,0.00,0.08,,,,,Namco Bandai Games,,0
13125,The Penguins of Madagascar: Dr. Blowhole Returns - Again!,PS3,2011,Action,THQ,0.04,0.03,0.00,0.01,0.08,,,,,,,0
13127,Kaijuu Busters Powered,DS,2011,Action,Namco Bandai Games,0.00,0.00,0.08,0.00,0.08,,,,,,,0
13132,Generator Rex: Agent of Providence,Wii,2011,Action,Activision,0.06,0.01,0.00,0.01,0.08,,,0.00,,Virtuos,E10+,0
13133,DaGeDar,DS,2011,Action,GameMill Entertainment,0.08,0.00,0.00,0.01,0.08,,,0.00,,Black Lantern Studios,E,0
13134,Super Sentai Battle: Ranger Cross,Wii,2011,Action,Namco Bandai Games,0.00,0.00,0.08,0.00,0.08,,,,,,,0
13137,Sengoku Musou 3: Moushouden ,Wii,2011,Action,Ackkstudios,0.00,0.00,0.08,0.00,0.08,,,,,,,0
13140,Man vs. Wild,Wii,2011,Action,Crave Entertainment,0.07,0.00,0.00,0.00,0.08,,,0.00,,Scientifically Proven,T,0
13141,The Penguins of Madagascar: Dr. Blowhole Returns - Again!,Wii,2011,Action,THQ,0.04,0.03,0.00,0.01,0.08,,,,,,,0
13142,Generator Rex: Agent of Providence,PS3,2011,Action,Activision,0.05,0.01,0.00,0.01,0.07,,,0.00,,Virtuos,E10+,0
13143,Emily the Strange: Strangerous,DS,2011,Action,DTP Entertainment,0.04,0.02,0.00,0.01,0.07,,,0.00,,exozet,E10+,0
13145,Generator Rex: Agent of Providence,DS,2011,Action,Activision,0.05,0.01,0.00,0.01,0.07,,,0.00,,Virtuos,E10+,0
13146,Order Up!!,PS3,2011,Action,Funbox Media,0.05,0.01,0.00,0.01,0.07,,,,,,,0
13148,The Book of Unwritten Tales: The Critter Chronicles,PC,2011,Action,Crimson Cow,0.00,0.05,0.00,0.01,0.06,,,,,,,0
13149,Nicola Kanshuu: Model * Oshare Audition 2,3DS,2011,Action,Alchemist,0.00,0.00,0.06,0.00,0.06,,,,,,,0
13154,Warriors: Legends of Troy,X360,2011,Action,Tecmo Koei,0.00,0.04,0.01,0.01,0.06,,,,,,,0
13155,GachiTora! Abarenbou Kyoushi in High School,PSP,2011,Action,Spike,0.00,0.00,0.05,0.00,0.05,,,,,,,0
13158,Ore-Sama Kingdom: Koi no Manga mo Debut o Mokushise! Doki Doki Love Lesson,DS,2011,Action,Namco Bandai Games,0.00,0.00,0.05,0.00,0.05,,,,,,,0
13159,Jewel Quest 5: The Sleepless Star,PC,2011,Action,Astragon,0.02,0.02,0.00,0.01,0.05,,,,,,,0
13160,Zombi Daisuki,DS,2011,Action,ChunSoft,0.00,0.00,0.04,0.00,0.04,,,,,,,0
13164,Castlevania: Lords of Shadow - Reverie,PS3,2011,Action,Konami Digital Entertainment,0.02,0.00,0.00,0.01,0.03,,,,,,,0
13167,Biohazard: Revival Selection,X360,2011,Action,Capcom,0.00,0.00,0.03,0.00,0.03,,,,,,,0
13170,Pro Evolution Soccer 2012,3DS,2011,Action,Konami Digital Entertainment,0.02,0.00,0.00,0.00,0.03,,,,,,,0
13172,Kaizoku Sentai Gokaiger: Atsumete Henshin! 35 Sentai!,DS,2011,Action,Namco Bandai Games,0.00,0.00,0.03,0.00,0.03,,,,,,,0
13173,Bunmei Haruka: Aoiza Ibunroku,PSP,2011,Action,FuRyu,0.00,0.00,0.02,0.00,0.02,,,,,,,0
13174,Castlevania: Lords of Shadow - Reverie,X360,2011,Action,Konami Digital Entertainment,0.02,0.00,0.00,0.00,0.02,,,,,,,0
13177,Meikyuu Cross Blood: Reloaded,X360,2011,Action,Unknown,0.00,0.00,0.02,0.00,0.02,,,,,,,0
13178,Onechanbara Special,PSP,2011,Action,D3Publisher,0.00,0.00,0.02,0.00,0.02,,,,,,,0
13179,Crayon Shin-Chan: Uchuu de Achoo!? Yuujou no Oba-Karate!!,3DS,2011,Action,Namco Bandai Games,0.00,0.00,0.02,0.00,0.02,,,,,,,0
13180,Timmy Time,DS,2011,Action,Avanquest,0.00,0.02,0.00,0.00,0.02,,,,,,,0
13181,Chuck E. Cheese's Super Collection,Wii,2011,Action,UFO Interactive,0.02,0.00,0.00,0.00,0.02,,,0.00,,UFO Interactive,E,0
13184,Nano Diver,PSP,2011,Action,Takara Tomy,0.00,0.00,0.02,0.00,0.02,,,,,,,0
13185,Usavichi: Game no Jikan,DS,2011,Action,Namco Bandai Games,0.00,0.00,0.02,0.00,0.02,,,,,,,0
13186,Order Up!!,3DS,2011,Action,Funbox Media,0.00,0.01,0.00,0.00,0.01,,,,,,,0
13187,Metal Gear Solid HD Edition,X360,2011,Action,Konami Digital Entertainment,0.00,0.00,0.01,0.00,0.01,,,0.00,,Konami,M,0
13188,Nintendogs and Cats Golden Retriever and New Friends,3DS,2011,Action,Nintendo,0.00,0.01,0.00,0.00,0.01,,,,,,,0
13841,Epic Mickey 2: The Power of Two,Wii,2012,Action,Disney Interactive Studios,0.67,0.21,0.00,0.07,0.95,,,,,,,0
13853,Twisted Metal (2012),PS3,2012,Action,Sony Computer Entertainment,0.67,0.07,0.00,0.08,0.81,,,,,,,0
13856,The Amazing Spider-Man (Console Version),PS3,2012,Action,Activision,0.31,0.35,0.00,0.13,0.79,,,,,,,0
13861,The Amazing Spider-Man (Console Version),X360,2012,Action,Activision,0.43,0.24,0.00,0.06,0.73,,,,,,,0
13862,Ratchet & Clank Collection,PS3,2012,Action,Sony Computer Entertainment,0.47,0.13,0.02,0.10,0.72,,,,,,,0
13867,Book of Spells,PS3,2012,Action,Sony Computer Entertainment,0.14,0.39,0.00,0.15,0.67,,,,,,,0
13875,Dishonored,PC,2012,Action,Bethesda Softworks,0.26,0.19,0.00,0.06,0.51,,,,,,,0
13876,Epic Mickey: Power of Illusion,3DS,2012,Action,Disney Interactive Studios,0.36,0.04,0.04,0.04,0.49,,,,,,,0
13893,Metal Gear Solid HD Edition,PSV,2012,Action,Konami Digital Entertainment,0.12,0.16,0.05,0.06,0.39,,,,,,,0
13894,WipeOut 3 The Game,Wii,2012,Action,Activision,0.36,0.00,0.00,0.03,0.39,,,,,,,0
13899,Batman: Arkham City,WiiU,2012,Action,Warner Bros. Interactive Entertainment,0.16,0.18,0.00,0.03,0.36,,,,,,,0
13913,Tohoku Daigaku Karei Igaku Kenkyuusho - Kawashima Ryuuta Kyouju Kanshuu - Mono Sugoku Nou o Kitaeru 5-Funkan no Oni Training,3DS,2012,Action,Nintendo,0.00,0.00,0.27,0.00,0.27,,,,,,,0
13924,Ninja Gaiden Sigma,PSV,2012,Action,Tecmo Koei,0.10,0.05,0.04,0.03,0.23,,,,,,,0
13926,Digimon World Re:Digitize,PSP,2012,Action,Namco Bandai Games,0.00,0.00,0.22,0.00,0.22,,,,,,,0
13927,WipeOut 3 The Game,X360,2012,Action,Activision,0.20,0.00,0.00,0.02,0.21,,,,,,,0
13929,Little Battlers eXperience: Baku Boost,3DS,2012,Action,Nintendo,0.00,0.00,0.21,0.00,0.21,,,,,,,0
13930,Jikkyou Powerful Pro Yakyuu 2012,PS3,2012,Action,Konami Digital Entertainment,0.00,0.00,0.21,0.00,0.21,,,,,,,0
13932,WipeOut 3 The Game,3DS,2012,Action,Activision,0.18,0.00,0.00,0.02,0.20,,,,,,,0
13933,Kurohyou 2: Ryu ga Gotoku Ashura Hen,PSP,2012,Action,Sega,0.00,0.00,0.20,0.00,0.20,,,,,,,0
13936,The Amazing Spider-Man (Console Version),DS,2012,Action,Activision,0.15,0.03,0.00,0.01,0.20,,,,,,,0
13938,The Amazing Spider-Man (Console Version),3DS,2012,Action,Activision,0.15,0.03,0.00,0.01,0.19,,,,,,,0
13941,Ninja Gaiden 3,WiiU,2012,Action,Nintendo,0.14,0.03,0.00,0.02,0.18,,,,,,,0
13943,Transformers: Prime,3DS,2012,Action,Activision,0.13,0.02,0.00,0.02,0.17,,,,,,,0
13944,The Idolm@ster: Shiny Festa - Honey Sound / Funky Note / Groovy Tune,PSP,2012,Action,Namco Bandai Games,0.00,0.00,0.17,0.00,0.17,,,,,,,0
